uf,codigo_municipio,municipio,taxa_aprovacao_2023,indicador_rendimento_2023,nota_matematica_2023,nota_portugues_2023,nota_media_2023,ideb_2023
CE,2302800,Canindé,99.9,0.998498,278.39,275.3,5.894833,5.9
CE,2302909,Capistrano,98.9,0.98847,245.68,256.43,5.035167,5.0
CE,2303006,Caridade,98.9,0.989225,245.03,251.82,4.9475,4.9
CE,2303105,Cariré,100.0,1.0,279.68,271.15,5.847167,5.8
CE,2303204,Caririaçu,98.1,0.981173,250.99,254.59,5.093,5.0
CE,2303303,Cariús,100.0,1.0,266.6,261.11,5.461833,5.5
CE,2303402,Carnaubal,99.2,0.991714,263.8,268.88,5.544667,5.5
CE,2303501,Cascavel,99.3,0.993226,271.11,276.61,5.795333,5.8
CE,2303600,Catarina,99.2,0.992725,254.73,252.33,5.117667,5.1
CE,2303659,Catunda,99.4,0.993707,390.4,319.21,8.4935,8.4
CE,2303709,Caucaia,96.8,0.968109,245.34,251.77,4.951833,4.8
CE,2303808,Cedro,99.9,0.998997,272.11,267.33,5.657333,5.7
CE,2303907,Chaval,95.5,0.955602,261.69,262.95,5.410667,5.2
CE,2303931,Choró,99.1,0.99044,239.06,248.03,4.784833,4.7
CE,2303956,Chorozinho,95.7,0.958339,278.06,282.74,6.013333,5.8
CE,2304004,Coreaú,100.0,1.0,293.28,272.1,6.089667,6.1
CE,2304103,Crateús,99.4,0.994249,259.6,260.97,5.342833,5.3
CE,2304202,Crato,99.7,0.996498,258.12,268.07,5.4365,5.4
CE,2304236,Croatá,99.8,0.997996,275.41,264.45,5.664333,5.7
CE,2304251,Cruz,100.0,1.0,329.34,305.53,7.247833,7.2
CE,2304269,Deputado Irapuan Pinheiro,99.2,0.992218,388.58,341.35,8.832167,8.8
CE,2304277,Ereré,98.1,0.982083,249.24,240.86,4.835,4.7
CE,2304285,Eusébio,99.9,0.999249,273.29,276.71,5.833333,5.8
CE,2304301,Farias Brito,99.7,0.996989,270.53,269.06,5.659833,5.6
CE,2304350,Forquilha,100.0,1.0,278.73,278.54,5.9545,6.0
CE,2304400,Fortaleza,98.9,0.988743,251.12,261.96,5.218,5.2
CE,2304459,Fortim,98.7,0.987163,279.05,286.58,6.093833,6.0
CE,2304509,Frecheirinha,99.6,0.995732,275.97,267.7,5.727833,5.7
CE,2304608,General Sampaio,96.5,0.964085,253.87,258.12,5.199833,5.0
CE,2304657,Graça,99.6,0.996245,280.68,285.53,6.1035,6.1
CE,2304707,Granja,97.0,0.969619,274.53,270.12,5.744167,5.6
CE,2304806,Granjeiro,93.5,0.934265,272.75,273.83,5.776333,5.4
CE,2304905,Groaíras,100.0,1.0,292.91,288.94,6.364167,6.4
CE,2304954,Guaiúba,96.7,0.967882,248.59,255.52,5.0685,4.9
CE,2305001,Guaraciaba do Norte,99.5,0.995235,273.57,267.98,5.6925,5.7
CE,2305100,Guaramiranga,100.0,1.0,262.65,270.3,5.549167,5.5
CE,2305209,Hidrolândia,99.1,0.990958,262.24,263.15,5.423167,5.4
CE,2305233,Horizonte,98.3,0.983179,267.43,271.96,5.6565,5.6
CE,2305266,Ibaretama,93.5,0.934541,235.39,240.38,4.596167,4.3
CE,2305308,Ibiapina,99.4,0.9945,253.6,261.18,5.246333,5.2
CE,2305332,Ibicuitinga,99.4,0.994235,257.64,259.3,5.282333,5.3
CE,2305357,Icapuí,99.5,0.994744,256.57,264.78,5.355833,5.3
CE,2305407,Icó,87.9,0.874521,241.77,249.41,4.853,4.2
CE,2305506,Iguatu,97.0,0.968015,243.6,253.9,4.958333,4.8
CE,2305605,Independência,100.0,1.0,320.25,316.01,7.271,7.3
CE,2305654,Ipaporanga,99.5,0.995242,321.65,296.65,6.971667,6.9
CE,2305704,Ipaumirim,100.0,1.0,250.07,255.02,5.084833,5.1
CE,2305803,Ipu,96.4,0.964476,247.77,256.74,5.075167,4.9
CE,2305902,Ipueiras,100.0,1.0,279.64,269.26,5.815,5.8
CE,2306009,Iracema,100.0,1.0,250.77,264.03,5.246667,5.2
CE,2306108,Irauçuba,99.9,0.999499,276.19,269.35,5.759,5.8
CE,2306207,Itaiçaba,99.7,0.996718,287.43,289.23,6.277667,6.3
CE,2306256,Itaitinga,99.1,0.990982,250.32,256.09,5.106833,5.1
CE,2306306,Itapajé,100.0,0.999248,268.4,274.32,5.712,5.7
CE,2306405,Itapipoca,99.9,0.99875,268.46,274.28,5.712333,5.7
CE,2306504,Itapiúna,99.8,0.997996,238.05,249.95,4.8,4.8
CE,2306553,Itarema,97.3,0.972339,259.85,263.23,5.384667,5.2
CE,2306603,Itatira,99.7,0.997492,279.35,273.29,5.877333,5.9
CE,2306702,Jaguaretama,96.8,0.965387,260.05,268.02,5.467833,5.3
CE,2306801,Jaguaribara,99.2,0.992133,259.42,254.97,5.239833,5.2
CE,2306900,Jaguaribe,99.9,0.999499,258.23,261.41,5.327333,5.3
CE,2307007,Jaguaruana,99.1,0.990977,257.99,266.06,5.400833,5.4
CE,2307106,Jardim,98.9,0.98938,243.9,248.44,4.872333,4.8
CE,2307205,Jati,99.6,0.995226,244.25,243.46,4.795167,4.8
CE,2307254,Jijoca de Jericoacoara,99.8,0.997489,344.42,324.09,7.8085,7.8
CE,2307304,Juazeiro do Norte,96.9,0.969209,251.4,258.61,5.166833,5.0
CE,2307403,Jucás,100.0,1.0,275.91,272.64,5.809167,5.8
CE,2307502,Lavras da Mangabeira,95.5,0.954907,243.84,251.91,4.929167,4.7
CE,2307601,Limoeiro do Norte,99.8,0.997747,279.94,279.42,5.989333,6.0
CE,2307635,Madalena,99.5,0.994719,260.52,255.86,5.273,5.2
CE,2307650,Maracanaú,99.5,0.994493,255.52,264.63,5.335833,5.3
CE,2307700,Maranguape,98.7,0.986461,253.59,262.86,5.274167,5.2
CE,2307809,Marco,99.6,0.995978,273.95,268.5,5.7075,5.7
CE,2307908,Martinópole,97.2,0.969413,273.57,270.57,5.735667,5.6
CE,2308005,Massapê,100.0,1.0,290.23,274.62,6.080833,6.1
CE,2308104,Mauriti,99.8,0.997998,245.0,250.1,4.918333,4.9
CE,2308203,Meruoca,99.8,0.997996,284.13,280.41,6.075667,6.1
CE,2308302,Milagres,99.8,0.998493,249.78,256.75,5.108833,5.1
CE,2308351,Milhã,96.8,0.968829,334.21,322.7,7.615167,7.4
CE,2308377,Miraíma,99.6,0.995726,257.11,254.62,5.1955,5.2
CE,2308401,Missão Velha,97.7,0.977323,240.79,241.0,4.6965,4.6
CE,2308500,Mombaça,96.8,0.966224,264.71,258.56,5.387833,5.2
CE,2308609,Monsenhor Tabosa,97.8,0.977738,327.88,299.87,7.129167,7.0
CE,2308708,Morada Nova,99.0,0.990485,262.87,267.24,5.501833,5.4
CE,2308807,Moraújo,99.3,0.992589,277.18,272.39,5.826167,5.8
CE,2308906,Morrinhos,98.9,0.989447,269.96,261.57,5.5255,5.5
CE,2309003,Mucambo,99.6,0.996245,278.61,271.2,5.830167,5.8
CE,2309102,Mulungu,99.8,0.998493,259.52,267.24,5.446,5.4
CE,2309201,Nova Olinda,99.1,0.990866,315.11,280.36,6.591167,6.5
CE,2309300,Nova Russas,99.9,0.999248,265.46,264.13,5.493167,5.5
CE,2309409,Novo Oriente,99.9,0.998748,365.09,329.23,8.238667,8.2
CE,2309458,Ocara,100.0,1.0,261.83,270.36,5.5365,5.5
CE,2309508,Orós,95.4,0.955833,262.14,266.37,5.475167,5.2
CE,2309607,Pacajus,91.3,0.913069,267.39,274.44,5.697167,5.2
CE,2309706,Pacatuba,99.1,0.990966,246.86,259.89,5.1125,5.1
CE,2309805,Pacoti,100.0,1.0,250.25,267.32,5.292833,5.3
CE,2309904,Pacujá,99.1,0.990721,256.56,259.22,5.263,5.2
CE,2310001,Palhano,100.0,1.0,261.68,263.68,5.422667,5.4
CE,2310100,Palmácia,99.3,0.992472,258.36,267.82,5.436333,5.4
CE,2310209,Paracuru,100.0,1.0,261.83,261.27,5.385,5.4
CE,2310258,Paraipaba,99.7,0.997495,260.39,262.57,5.382667,5.4
CE,2310308,Parambu,98.5,0.985485,268.86,268.89,5.629167,5.5
CE,2310407,Paramoti,95.9,0.957422,266.28,274.75,5.683833,5.4
CE,2310506,Pedra Branca,99.9,0.999499,306.36,286.15,6.541833,6.5
CE,2310605,Penaforte,97.5,0.975467,246.55,245.0,4.859167,4.7
CE,2310704,Pentecoste,99.5,0.995494,274.6,261.84,5.607333,5.6
CE,2310803,Pereiro,95.4,0.951911,274.39,280.26,5.910833,5.6
CE,2310852,Pindoretama,99.6,0.995716,254.92,258.87,5.229833,5.2
CE,2310902,Piquet Carneiro,100.0,1.0,277.12,271.41,5.808833,5.8
CE,2310951,Pires Ferreira,100.0,1.0,390.76,362.02,9.213,9.2
CE,2311009,Poranga,94.8,0.945916,259.93,263.62,5.3925,5.1
CE,2311108,Porteiras,100.0,1.0,257.69,254.76,5.2075,5.2
CE,2311207,Potengi,91.3,0.9099,230.74,240.37,4.5185,4.1
CE,2311231,Potiretama,100.0,1.0,271.57,267.95,5.658667,5.7
CE,2311264,Quiterianópolis,100.0,1.0,264.36,270.87,5.587167,5.6
CE,2311306,Quixadá,100.0,0.9995,238.32,246.96,4.754667,4.8
CE,2311355,Quixelô,99.5,0.994238,279.46,278.75,5.970167,5.9
CE,2311405,Quixeramobim,100.0,1.0,264.13,266.13,5.504333,5.5
CE,2311504,Quixeré,97.4,0.974236,266.72,269.98,5.611667,5.5
CE,2311603,Redenção,99.8,0.997747,254.34,258.16,5.208333,5.2
CE,2311702,Reriutaba,98.3,0.983405,279.04,278.44,5.958,5.9
CE,2311801,Russas,98.4,0.983981,279.21,277.73,5.949,5.9
CE,2311900,Saboeiro,99.8,0.997988,256.64,253.36,5.166667,5.2
CE,2311959,Salitre,94.2,0.940505,263.57,266.08,5.494167,5.2
CE,2312007,Santana do Acaraú,98.7,0.988159,280.4,279.33,5.9955,5.9
CE,2312106,Santana do Cariri,98.8,0.987323,247.87,248.41,4.938,4.9
CE,2312205,Santa Quitéria,99.8,0.997747,275.48,270.16,5.760667,5.7
CE,2312304,São Benedito,99.1,0.991212,285.52,278.27,6.063167,6.0
CE,2312403,São Gonçalo do Amarante,99.5,0.995237,265.0,269.28,5.571333,5.5
CE,2312502,São João do Jaguaribe,99.6,0.995951,276.56,277.23,5.8965,5.9
CE,2312601,São Luís do Curu,97.8,0.977499,247.56,251.52,4.984667,4.9
CE,2312700,Senador Pompeu,99.6,0.995979,253.03,257.93,5.182667,5.2
CE,2312809,Senador Sá,100.0,1.0,288.75,282.1,6.180833,6.2
CE,2312908,Sobral,100.0,0.9995,353.08,318.28,7.856,7.9
CE,2313005,Solonópole,100.0,1.0,260.91,265.77,5.444667,5.4
CE,2313104,Tabuleiro do Norte,99.5,0.994461,274.04,268.2,5.704,5.7
CE,2313203,Tamboril,98.6,0.98568,343.88,303.18,7.451,7.3
CE,2313252,Tarrafas,98.6,0.986398,255.97,251.61,5.126333,5.1
CE,2313302,Tauá,99.6,0.995746,260.92,264.64,5.426,5.4
CE,2313351,Tejuçuoca,99.3,0.989652,260.84,266.36,5.453333,5.4
CE,2313401,Tianguá,99.0,0.990227,272.54,272.58,5.752,5.7
CE,2313500,Trairi,99.1,0.991486,258.12,264.45,5.376167,5.3
CE,2313559,Tururu,99.3,0.992732,246.44,254.48,5.015333,5.0
CE,2313609,Ubajara,99.7,0.996995,286.66,279.38,6.100667,6.1
CE,2313708,Umari,100.0,1.0,266.68,276.95,5.727167,5.7
CE,2313757,Umirim,99.7,0.997241,227.81,241.06,4.481167,4.5
CE,2313807,Uruburetama,99.6,0.996239,264.34,271.46,5.596667,5.6
CE,2313906,Uruoca,100.0,1.0,307.7,270.82,6.308667,6.3
CE,2313955,Varjota,100.0,1.0,268.78,264.84,5.560333,5.6
CE,2314003,Várzea Alegre,99.8,0.997742,260.26,262.56,5.380333,5.4
CE,2314102,Viçosa do Ceará,99.3,0.992981,261.86,264.83,5.444833,5.4
RN,2400109,Acari,92.4,0.92449,247.01,250.31,4.955333,4.6
RN,2400208,Assú,77.9,0.786514,236.04,241.49,4.6255,3.6
RN,2400307,Afonso Bezerra,89.6,0.89817,217.52,225.59,4.051833,3.6
RN,2400406,Água Nova,94.9,0.949377,254.28,251.21,5.0915,4.8
RN,2400505,Alexandria,80.6,0.804056,236.05,243.53,4.659667,3.7
RN,2400604,Almino Afonso,86.6,0.86208,229.58,229.79,4.322833,3.7
RN,2400703,Alto do Rodrigues,96.8,0.968088,247.91,260.28,5.1365,5.0
RN,2400802,Angicos,87.5,0.877942,243.67,242.6,4.771167,4.2
RN,2400901,Antônio Martins,72.4,0.736254,244.61,254.43,4.984,3.7
RN,2401008,Apodi,86.3,0.862542,238.9,243.0,4.698333,4.1
RN,2401107,Areia Branca,76.4,0.765373,229.77,234.85,4.410333,3.4
RN,2401206,Arez,70.4,0.714357,,,,
RN,2401305,Campo Grande,68.8,0.676847,233.06,231.51,4.4095,3.0
RN,2401404,Baía Formosa,86.9,0.869873,241.81,247.16,4.816167,4.2
RN,2401453,Baraúna,77.9,0.786386,250.28,266.84,5.285333,4.2
RN,2401503,Barcelona,87.3,0.866056,237.08,229.18,4.437667,3.8
RN,2401602,Bento Fernandes,67.5,0.681719,216.37,217.83,3.903333,2.7
RN,2401651,Bodó,70.3,0.699471,,,,
RN,2401701,Bom Jesus,78.7,0.795772,225.34,230.31,4.260833,3.4
RN,2401800,Brejinho,94.0,0.939372,220.95,218.81,3.996,3.8
RN,2401859,Caiçara do Norte,78.3,0.782683,228.54,237.21,4.429167,3.5
RN,2401909,Caiçara do Rio do Vento,85.3,0.859819,234.48,238.6,4.551333,3.9
RN,2402006,Caicó,88.4,0.882752,243.92,242.1,4.767,4.2
RN,2402105,Campo Redondo,91.1,0.908449,236.5,244.56,4.684333,4.3
RN,2402204,Canguaretama,73.6,0.744552,231.87,235.61,4.458,3.3
RN,2402303,Caraúbas,88.8,0.886252,245.64,248.96,4.91,4.4
RN,2402402,Carnaúba dos Dantas,92.5,0.924908,242.12,230.85,4.5495,4.2
RN,2402501,Carnaubais,81.7,0.810031,246.02,249.12,4.919,4.0
RN,2402600,Ceará-Mirim,76.1,0.760035,225.04,232.39,4.2905,3.3
RN,2402709,Cerro Corá,80.8,0.806673,234.38,233.28,4.461,3.6
RN,2402808,Coronel Ezequiel,79.7,0.79561,222.79,230.43,4.220333,3.4
RN,2402907,Coronel João Pessoa,73.0,0.703524,253.03,250.6,5.0605,3.6
RN,2403004,Cruzeta,95.9,0.95945,256.35,250.28,5.1105,4.9
RN,2403103,Currais Novos,94.7,0.947805,242.07,246.34,4.806833,4.6
RN,2403202,Doutor Severiano,94.7,0.94738,264.28,257.38,5.361,5.1
RN,2403251,Parnamirim,77.5,0.775422,240.5,243.5,4.733333,3.7
RN,2403301,Encanto,76.8,0.769604,254.76,264.16,5.315333,4.1
RN,2403400,Equador,86.7,0.863975,238.27,248.6,4.781167,4.1
RN,2403509,Espírito Santo,79.6,0.813151,235.91,244.73,4.677333,3.8
RN,2403608,Extremoz,81.5,0.820046,231.55,239.65,4.52,3.7
RN,2403707,Felipe Guerra,90.3,0.900573,242.5,249.81,4.871833,4.4
RN,2403756,Fernando Pedroza,87.1,0.864833,221.55,227.36,4.1485,3.6
RN,2403806,Florânia,90.6,0.902864,228.99,244.11,4.551667,4.1
RN,2403905,Francisco Dantas,79.3,0.779951,252.63,261.18,5.230167,4.1
RN,2404002,Frutuoso Gomes,85.1,0.86067,271.54,265.63,5.6195,4.8
RN,2404101,Galinhos,83.8,0.844505,220.65,196.32,3.616167,3.1
RN,2404200,Goianinha,79.1,0.7888,224.86,230.22,4.251333,3.4
RN,2404309,Governador Dix-Sept Rosado,72.0,0.721929,248.12,258.97,5.118167,3.7
RN,2404408,Grossos,80.6,0.80132,229.58,241.69,4.521167,3.6
RN,2404507,Guamaré,80.9,0.811681,233.84,233.65,4.458167,3.6
RN,2404606,Ielmo Marinho,69.0,0.689662,215.59,213.37,3.816,2.6
RN,2404705,Ipanguaçu,78.1,0.781058,221.24,230.79,4.2005,3.3
RN,2404804,Ipueira,91.1,0.888554,273.65,258.37,5.533667,4.9
RN,2404853,Itajá,91.5,0.914776,210.33,216.0,3.772167,3.5
RN,2404903,Itaú,73.6,0.735994,242.9,250.44,4.889,3.6
RN,2405009,Jaçanã,80.8,0.816327,257.38,262.51,5.3315,4.4
RN,2405108,Jandaíra,97.0,0.970195,,,,
RN,2405207,Janduís,87.5,0.868908,247.21,265.71,5.215333,4.5
RN,2405306,Januário Cicco,71.3,0.709206,238.57,248.59,4.786,3.4
RN,2405405,Japi,74.5,0.73359,223.81,228.93,4.212333,3.1
RN,2405504,Jardim de Angicos,71.8,0.730845,220.28,230.89,4.186167,3.1
RN,2405603,Jardim de Piranhas,84.4,0.841991,230.32,230.89,4.3535,3.7
RN,2405702,Jardim do Seridó,89.5,0.899212,265.54,258.38,5.398667,4.9
RN,2405801,João Câmara,84.0,0.840344,204.16,209.54,3.561667,3.0
RN,2405900,João Dias,84.6,0.838722,235.98,242.64,4.643667,3.9
RN,2406007,José da Penha,83.6,0.832957,243.81,249.72,4.892167,4.1
RN,2406106,Jucurutu,83.2,0.827861,235.0,240.91,4.5985,3.8
RN,2406155,Jundiá,86.3,0.849518,,,,
RN,2406205,Lagoa d'Anta,86.2,0.870058,226.86,228.78,4.260667,3.7
RN,2406304,Lagoa de Pedras,76.5,0.753163,252.79,254.65,5.124,3.9
RN,2406403,Lagoa de Velhos,87.8,0.869965,242.9,241.82,4.745333,4.1
RN,2406502,Lagoa Nova,80.2,0.804902,259.01,255.09,5.235,4.2
RN,2406601,Lagoa Salgada,78.1,0.783249,235.94,243.6,4.659,3.6
RN,2406700,Lajes,90.7,0.907245,228.63,226.9,4.258833,3.9
RN,2406809,Lajes Pintadas,84.5,0.846046,238.02,234.96,4.549667,3.8
RN,2406908,Lucrécia,87.3,0.877267,261.95,272.03,5.566333,4.9
RN,2407005,Luís Gomes,80.1,0.802649,234.88,246.41,4.688167,3.8
RN,2407104,Macaíba,78.2,0.783922,232.97,242.02,4.583167,3.6
RN,2407203,Macau,88.5,0.883573,227.26,240.89,4.469167,3.9
RN,2407252,Major Sales,64.6,0.66774,265.44,266.22,5.527667,3.7
RN,2407302,Marcelino Vieira,87.6,0.87524,243.15,253.77,4.948667,4.3
RN,2407401,Martins,85.0,0.844495,240.32,257.06,4.956333,4.2
RN,2407500,Maxaranguape,69.7,0.696066,,,,
RN,2407609,Messias Targino,80.8,0.806197,227.51,227.91,4.257,3.4
RN,2407708,Montanhas,80.0,0.79773,230.2,235.23,4.423833,3.5
RN,2407807,Monte Alegre,82.8,0.833541,241.32,242.54,4.731,3.9
RN,2407906,Monte das Gameleiras,71.6,0.722697,240.94,246.19,4.7855,3.5
RN,2408003,Mossoró,79.5,0.795506,240.71,248.83,4.825667,3.8
RN,2408102,Natal,74.2,0.743795,233.41,240.46,4.5645,3.4
RN,2408201,Nísia Floresta,79.4,0.792447,225.54,235.06,4.343333,3.4
RN,2408300,Nova Cruz,77.9,0.781351,226.46,231.55,4.300167,3.4
RN,2408409,Olho d'Água do Borges,72.3,0.724182,234.31,240.4,4.5785,3.3
RN,2408508,Ouro Branco,85.2,0.855143,259.81,251.91,5.195333,4.4
RN,2408607,Paraná,85.8,0.859938,250.15,263.39,5.225667,4.5
RN,2408706,Paraú,57.2,0.566969,240.68,236.69,4.622833,2.6
RN,2408805,Parazinho,80.0,0.815331,233.92,243.04,4.616,3.8
RN,2408904,Parelhas,88.3,0.883348,248.75,244.39,4.885667,4.3
RN,2408953,Rio do Fogo,75.4,0.747897,234.38,227.51,4.364833,3.3
RN,2409100,Passa e Fica,93.1,0.930693,247.93,252.55,5.008,4.7
RN,2409209,Passagem,68.3,0.675764,237.81,247.31,4.752,3.2
RN,2409308,Patu,78.9,0.791969,252.14,250.69,5.047167,4.0
RN,2409332,Santa Maria,83.1,0.832395,231.36,245.38,4.612333,3.8
RN,2409407,Pau dos Ferros,86.1,0.859771,245.4,255.19,5.009833,4.3
RN,2409506,Pedra Grande,79.3,0.792828,236.19,230.84,4.4505,3.5
RN,2409605,Pedra Preta,83.4,0.837601,220.84,219.23,4.001167,3.4
RN,2409704,Pedro Avelino,73.4,0.73519,220.12,224.19,4.071833,3.0
RN,2409803,Pedro Velho,77.7,0.781108,229.62,237.59,4.4535,3.5
RN,2409902,Pendências,87.2,0.867091,243.49,248.3,4.863167,4.2
RN,2410009,Pilões,83.2,0.830283,244.21,249.81,4.900333,4.1
RN,2410108,Poço Branco,84.8,0.850984,204.7,207.34,3.534,3.0
RN,2410207,Portalegre,77.9,0.786893,258.5,262.43,5.348833,4.2
RN,2410256,Porto do Mangue,82.7,0.827757,238.48,244.91,4.723167,3.9
RN,2410306,Serra Caiada,67.3,0.675061,234.23,236.65,4.514667,3.0
RN,2410405,Pureza,86.3,0.868225,224.84,218.16,4.05,3.5
RN,2410504,Rafael Fernandes,81.2,0.813971,247.66,258.73,5.1065,4.2
RN,2410603,Rafael Godeiro,94.2,0.944475,256.2,250.87,5.117833,4.8
RN,2410702,Riacho da Cruz,85.9,0.858527,231.9,244.08,4.599667,3.9
RN,2410801,Riacho de Santana,73.2,0.740117,,,,
RN,2410900,Riachuelo,83.9,0.836719,224.01,226.07,4.168,3.5
RN,2411007,Rodolfo Fernandes,75.6,0.756442,229.26,241.78,4.517333,3.4
RN,2411056,Tibau,69.7,0.69777,239.33,242.99,4.705333,3.3
RN,2411106,Ruy Barbosa,92.5,0.918755,259.8,255.61,5.256833,4.8
RN,2411205,Santa Cruz,86.3,0.863365,230.28,239.05,4.488833,3.9
RN,2411403,Santana do Matos,74.9,0.767842,252.69,242.7,4.923167,3.8
RN,2411429,Santana do Seridó,94.5,0.947579,259.86,259.59,5.324167,5.0
RN,2411502,Santo Antônio,77.2,0.772389,237.81,240.72,4.642167,3.6
RN,2411601,São Bento do Norte,79.2,0.80041,258.4,246.38,5.079667,4.1
RN,2411700,São Bento do Trairí,85.3,0.852128,233.02,234.07,4.4515,3.8
RN,2411809,São Fernando,92.0,0.920257,229.08,235.49,4.4095,4.1
RN,2411908,São Francisco do Oeste,94.9,0.94418,248.68,247.36,4.934,4.7
RN,2412005,São Gonçalo do Amarante,75.5,0.755971,216.65,221.41,3.967667,3.0
RN,2412104,São João do Sabugi,94.7,0.944569,257.77,254.57,5.205667,4.9
RN,2412203,São José de Mipibu,76.7,0.774917,228.93,226.2,4.252167,3.3
RN,2412302,São José do Campestre,88.9,0.888728,225.9,223.39,4.154833,3.7
RN,2412401,São José do Seridó,92.9,0.935015,,,,
RN,2412500,São Miguel,82.9,0.82727,252.47,249.99,5.041,4.2
RN,2412559,São Miguel do Gostoso,74.6,0.746951,246.92,253.84,5.012667,3.7
RN,2412609,São Paulo do Potengi,78.2,0.783305,225.18,232.55,4.2955,3.4
RN,2412708,São Pedro,76.5,0.768623,224.66,224.16,4.147,3.2
RN,2412807,São Rafael,71.6,0.724681,245.94,245.92,4.864333,3.5
RN,2412906,São Tomé,81.4,0.826194,227.58,232.27,4.330833,3.6
RN,2413003,São Vicente,82.2,0.823363,240.47,247.07,4.792333,3.9
RN,2413102,Senador Elói de Souza,71.3,0.694741,207.99,216.87,3.747667,2.6
RN,2413201,Senador Georgino Avelino,86.8,0.872519,216.31,221.72,3.967167,3.5
RN,2413300,Serra de São Bento,86.2,0.860903,234.14,243.28,4.623667,4.0
RN,2413359,Serra do Mel,71.7,0.719634,243.67,244.3,4.7995,3.5
RN,2413409,Serra Negra do Norte,91.4,0.914536,228.7,230.9,4.326667,4.0
RN,2413508,Serrinha,84.3,0.837899,254.69,258.55,5.220667,4.4
RN,2413557,Serrinha dos Pintos,83.4,0.819421,249.23,245.64,4.9145,4.0
RN,2413607,Severiano Melo,90.0,0.899069,252.49,256.13,5.143667,4.6
RN,2413706,Sítio Novo,91.9,0.917208,235.8,244.28,4.668,4.3
RN,2413805,Taboleiro Grande,94.2,0.940654,236.04,240.77,4.6135,4.3
RN,2413904,Taipu,85.0,0.849639,215.98,222.61,3.9765,3.4
RN,2414001,Tangará,85.8,0.854096,219.69,224.57,4.071,3.5
RN,2414100,Tenente Ananias,88.0,0.876724,242.06,249.86,4.865333,4.3
RN,2414159,Tenente Laurentino Cruz,93.3,0.932032,244.41,252.21,4.943667,4.6
RN,2414209,Tibau do Sul,77.8,0.778807,247.09,245.88,4.882833,3.8
RN,2414308,Timbaúba dos Batistas,79.8,0.808193,231.92,242.44,4.572667,3.7
RN,2414407,Touros,79.3,0.792937,224.02,233.49,4.291833,3.4
RN,2414456,Triunfo Potiguar,77.9,0.775133,228.19,238.15,4.439,3.4
RN,2414506,Umarizal,82.2,0.819694,235.3,240.92,4.603667,3.8
RN,2414605,Upanema,79.8,0.800371,250.62,249.74,5.006,4.0
RN,2414704,Várzea,86.7,0.870986,219.04,225.21,4.070833,3.5
RN,2414753,Venha-Ver,73.6,0.742714,260.73,262.74,5.391167,4.0
RN,2414803,Vera Cruz,85.3,0.854631,251.6,258.36,5.166,4.4
RN,2414902,Viçosa,88.4,0.878259,262.27,263.92,5.4365,4.8
RN,2415008,Vila Flor,74.9,0.74331,218.8,223.46,4.037667,3.0
PB,2500106,Água Branca,99.8,0.998241,275.84,265.76,5.693333,5.7
PB,2500205,Aguiar,94.8,0.946838,257.05,253.12,5.1695,4.9
PB,2500304,Alagoa Grande,76.2,0.761079,232.68,232.18,4.414333,3.4
PB,2500403,Alagoa Nova,81.8,0.818139,233.95,238.02,4.532833,3.7
PB,2500502,Alagoinha,97.9,0.978795,229.23,228.38,4.2935,4.2
PB,2500536,Alcantil,87.7,0.879276,,,,
PB,2500577,Algodão de Jandaíra,85.6,0.858727,233.62,238.44,4.534333,3.9
PB,2500601,Alhandra,87.2,0.873213,233.97,240.72,4.578167,4.0
PB,2500700,São João do Rio do Peixe,86.5,0.865079,236.82,231.58,4.473333,3.9
PB,2500734,Amparo,84.5,0.844049,235.74,227.97,4.395167,3.7
PB,2500775,Aparecida,93.3,0.932729,246.22,253.72,4.999,4.7
PB,2500809,Araçagi,84.8,0.845911,221.96,222.43,4.073167,3.4
PB,2500908,Arara,86.5,0.863997,231.92,237.03,4.4825,3.9
PB,2501005,Araruna,84.9,0.843787,238.79,237.92,4.611833,3.9
PB,2501104,Areia,90.8,0.908196,232.98,235.93,4.481833,4.1
PB,2501153,Areia de Baraúnas,98.0,0.979328,230.9,242.81,4.561833,4.5
PB,2501203,Areial,95.1,0.95211,252.68,256.4,5.151333,4.9
PB,2501302,Aroeiras,97.3,0.973176,239.04,239.73,4.646167,4.5
PB,2501351,Assunção,82.1,0.822842,244.39,250.33,4.912,4.0
PB,2501401,Baía da Traição,86.8,0.871357,,,,
PB,2501500,Bananeiras,81.1,0.804867,235.02,247.15,4.702833,3.8
PB,2501534,Baraúna,93.8,0.943963,249.79,252.58,5.0395,4.8
PB,2501575,Barra de Santana,87.9,0.883156,248.16,247.91,4.9345,4.4
PB,2501609,Barra de Santa Rosa,95.1,0.952824,243.74,243.49,4.787167,4.6
PB,2501708,Barra de São Miguel,100.0,1.0,261.91,252.31,5.237,5.2
PB,2501807,Bayeux,79.3,0.792682,226.02,235.74,4.362667,3.5
PB,2501906,Belém,91.5,0.915052,231.25,242.08,4.5555,4.2
PB,2502003,Belém do Brejo do Cruz,83.5,0.833735,240.41,244.18,4.743167,4.0
PB,2502052,Bernardino Batista,94.1,0.941049,,,,
PB,2502102,Boa Ventura,90.4,0.899365,234.07,228.8,4.381167,3.9
PB,2502151,Boa Vista,85.1,0.850673,246.8,250.01,4.946833,4.2
PB,2502201,Bom Jesus,93.6,0.931271,240.56,245.57,4.768833,4.4
PB,2502300,Bom Sucesso,95.5,0.95556,246.49,240.75,4.787333,4.6
